-1.1599175930023193,-1.1656650304794312,-178.46524914912118
-1.1599071025848389,-1.1656571626663208,-178.46522396621305
-1.159930944442749,-1.1656932830810547,-178.4258472535269
-1.159921407699585,-1.1657109260559082,-178.42635641694983
-1.1599215269088745,-1.1657278537750244,-178.42127696919175
-1.1599280834197998,-1.1656955480575562,-178.4324830606823
-1.1599129438400269,-1.1656513214111328,-178.4696521106092
-1.1599303483963013,-1.1657201051712036,-178.41864624996273
-1.1598690748214722,-1.165752649307251,-178.41687991917576
-1.1599032878875732,-1.165662169456482,-178.46599431654144
-1.1599271297454834,-1.1657044887542725,-178.43472684622725
-1.1599372625350952,-1.16569185256958,-178.43385092985994
-1.159894347190857,-1.1656757593154907,-178.46144450604822
-1.1599171161651611,-1.1656700372695923,-178.45996806319536
-1.1599284410476685,-1.1657086610794067,-178.42568197929003
-1.1599282026290894,-1.1657105684280396,-178.43779861413017
-1.1599088907241821,-1.165650725364685,-178.47216110434147
-1.1599065065383911,-1.165648341178894,-178.46750329454116
-1.1599247455596924,-1.1657140254974365,-178.43310541365886
-1.1599092483520508,-1.165654182434082,-178.46635593464748
-1.159903883934021,-1.16563880443573,-178.47280607360528
-1.1599199771881104,-1.165658712387085,-178.47082431921194
-1.1599023342132568,-1.1656582355499268,-178.46647956900443
-1.1599293947219849,-1.1656908988952637,-178.43957371707023
-1.159912347793579,-1.1656689643859863,-178.4692176612438
-1.1599079370498657,-1.1656438112258911,-178.4666589291691
-1.1598635911941528,-1.1657459735870361,-178.4109153903621
-1.1599235534667969,-1.1657179594039917,-178.42329470269178
-1.1599109172821045,-1.1656476259231567,-178.47071687221614
-1.1599136590957642,-1.165653109550476,-178.46680158822588
-1.1599082946777344,-1.1656583547592163,-178.46617016146712
-1.1599252223968506,-1.1656938791275024,-178.42815221103137
-1.1599242687225342,-1.1657016277313232,-178.43543295903046
-1.1599048376083374,-1.1656643152236938,-178.46736674271975
-1.1599055528640747,-1.1656615734100342,-178.46561178368117
-1.159863829612732,-1.1657629013061523,-178.4172659572466
-1.1599235534667969,-1.1657031774520874,-178.43044697905202
-1.1599041223526,-1.1656495332717896,-178.47004623982096
-1.159916639328003,-1.1656501293182373,-178.47371730170795
-1.1599174737930298,-1.165719985961914,-178.4323627199374
-1.1599228382110596,-1.1656854152679443,-178.4326100742319
-1.159915804862976,-1.1656529903411865,-178.46752269938725
-1.1599256992340088,-1.1657030582427979,-178.42934188023804
-1.1599093675613403,-1.165648102760315,-178.4714534507935
-1.1599249839782715,-1.1657123565673828,-178.43678127536396
-1.1598663330078125,-1.1657686233520508,-178.41958353494763
-1.1598544120788574,-1.1657497882843018,-178.41307961239488
-1.1598787307739258,-1.1657238006591797,-178.43088631050338
-1.1599105596542358,-1.1656631231307983,-178.46838345186976
-1.159916877746582,-1.1656991243362427,-178.4292956392145
-1.1599200963974,-1.165655493736267,-178.466030354931
-1.1599094867706299,-1.165655493736267,-178.4699271034828
-1.1599317789077759,-1.1656919717788696,-178.4324480084703
-1.1599349975585938,-1.1657116413116455,-178.4366228744867
